title,authors,journal,year,pdf_url,pdf_week_code,page_number,entry_index_in_pdf,ingested_at
® Attitudes toward school-based surveillance of adolescents' social media activity: convergent parallel mixed methods survey,"Burke C, Triplett C, Rubanovich CK, Karnaze MM, Bloss CS",JMIR Form. Res.,2024,https://www.safetylit.org/week/2024/240211.pdf,240211,132,132,2025-09-18T00:42:43.358168
® Chilean disaster response and alternative measures for improvement,"das Dores de Jesus Da Silva L, Kubisch S, Aguayo M, Castro F, Rojas O, Lagos O, Figueroa R",Soc. Sci. (Basel),2024,https://www.safetylit.org/week/2024/240211.pdf,240211,133,133,2025-09-18T00:42:43.358168
® Corrigendum: Accessing care services after sexual violence: a systematic review exploring experiences of women in South Africa,"Randa MB, McGarry J, Griffiths S, Hinsliff-Smith K",Curationis,2024,https://www.safetylit.org/week/2024/240211.pdf,240211,134,134,2025-09-18T00:42:43.358168
® Development of a neuroergonomic assessment for the evaluation of mental workload in an industrial human-robot interaction assembly task: a comparative case study,"Caiazzo C, Savkovic M, Pusica M, Milojevic D, Leva MC, Djapan M",Machines (Basel),2023,https://www.safetylit.org/week/2024/240211.pdf,240211,135,135,2025-09-18T00:42:43.358168
"® Effective factors of severity of traffic accident traumas based on the Haddon matrix: a systematic review and meta-analysis - Golfiroozi S, Nikbakht HA, Fahim Yegane SA, Gholami Gharab S, Shojaie L, Ahmad Hosseini S, Rajabi A, Ghelichi- Ghojogh M. Ann. Med. Surg. (Lond.) 2003; ePub(ePub): ePub. Effectiveness and cost of integrated cognitive and balance training for balance and falls in cerebellar ataxia: a blinded two-arm parallel group RCT","Winser SJ, Chan AYY, Whitney SL, Chen CH, Pang MYC",Front. Neurol.,2023,https://www.safetylit.org/week/2024/240211.pdf,240211,136,136,2025-09-18T00:42:43.358168
® Evaluation of driver drowsiness based on respiratory metrics,"Khanehshenas F, Mazloumi A, Nahvi A, Nickabadi A, Aghamalizadeh A, Keihani A",Work,2024,https://www.safetylit.org/week/2024/240211.pdf,240211,137,137,2025-09-18T00:42:43.358168
® Factors within the clinical encounter that impact upon risk assessment within child and adolescent mental health services: a rapid realist synthesis,"Cantrell A, Sworn K, Chambers D, Booth A, Taylor Buck E, Weich S",Health Soc. Care Deliv. Res.,2024,https://www.safetylit.org/week/2024/240211.pdf,240211,138,138,2025-09-18T00:42:43.358168
® Head injuries caused by hammer blows: a case report and literature review,"Idota N, Kimura S, Bandou R, Ikegaya H",Forensic Sci. Int. Rep.,2023,https://www.safetylit.org/week/2024/240211.pdf,240211,140,140,2025-09-18T00:42:43.358168
® Hybrid interpersonal violence in Latin America: patterns and causes,"Weitzman A, Caudillo M, Levy EJ",Ann. Rev. Criminol.,2024,https://www.safetylit.org/week/2024/240211.pdf,240211,141,141,2025-09-18T00:42:43.358168
® Individual evaluation of fatigue at work to enhance the safety performance in the construction industry: a systematic review,"Heng PP, Mohd Yusoff H, Hod R",PLoS One,2024,https://www.safetylit.org/week/2024/240211.pdf,240211,142,142,2025-09-18T00:42:43.358168
"® Involving older people in the preparedness, response, and recovery phases in humanitarian emergencies: a theoretical framework on ageism, epistemic injustice, and participation - Boetzelaer E, Kamp J, Keating P, Sharma S, Pellecchia U, Browne JL, Sheather J, Franco OH. Lancet Healthy Longev. 2024; 5(1): e76-e82. Is this safe? Examining safety assessments of illicit drug purchasing on social media using conjoint analysis","Haupt MR, Cuomo R, Cui M, Mackey TK",Subst. Use Misuse,2024,https://www.safetylit.org/week/2024/240211.pdf,240211,143,143,2025-09-18T00:42:43.358168
"® Maintaining independence in individuals with dementia at home after a fall: a protocol for the UK pilot cluster randomised controlled trial MAINTAIN - Greene L, Barber R, Bingham A, Connors J, Conroy S, Elkhafer K, Fox C, Goodwin V, Gordon A, Hall AJ, Harwood RH, Hulme C, Jackson T, Litherland R, Morgan-Trimmer S, Pankiewicz S, Parry SW, Sharma A, Ukoumunne O, Whale B, Allan L. BMJ Open 2024; 14(2): e083494. Manual strangulation: when the laryngeal ""colossus"" gives way. A case report and literature review","Celo E, Iwaz R, Boucher S, Zabet D, Jousset N",Forensic Sci. Int. Rep.,2024,https://www.safetylit.org/week/2024/240211.pdf,240211,144,144,2025-09-18T00:42:43.358168
"® New findings in long-neglected areas of traumatic brain injury research: intimate partner violence, effects of neighborhood disadvantage, and racial differences in pain catastrophizing",Brody DL,J. Neurotrauma,2024,https://www.safetylit.org/week/2024/240211.pdf,240211,145,145,2025-09-18T00:42:43.358168
"® Physical activity and recovery following concussion in collegiate athletes: a LIMBIC MATARS Consortium Investigation - Bowman TG, Lininger MR, Oldham JR, Smetana RM, Kelshaw PM, Beidler E, Campbell TR, Walton SR, Munce TA, Larson MJ, Didehbani N, Cullum CM, Rosenblum DJ, Cifu DX, Resch JE. Brain Inj. 2024; ePub(ePub): ePub. Physical violence and aggression in Parkinson's disease a systematic review - Jones MB, Gibson L, Gimenez-Zapiola M, Guerra A, Bhatti G, Broadway D, Tea J, Prasad A, Gates R, Hinton E, Jorge RE, Marsh L. J. Acad. Consult. Liaison Psychiatry 2024; ePub(ePub): ePub. Police violence experienced by Black gay and bisexual men: the effects on HIV care engagement and medication adherence","Quinn KG, Walsh JL, Johnson A, Edwards T, Takahashi L, Dakin A, Bouacha N, Voisin D",AIDS Behav.,2024,https://www.safetylit.org/week/2024/240211.pdf,240211,146,146,2025-09-18T00:42:43.358168
"® Reevaluating the ""deaths of despair"" narrative: racial/ethnic heterogeneity in the trend of psychological distress-related death","Zheng H, Choi Y",Proc. Natl. Acad. Sci. U. S. A.,2024,https://www.safetylit.org/week/2024/240211.pdf,240211,148,148,2025-09-18T00:42:43.358168
® Sexual assault/rape and serial sexual homicide: clinical and investigative considerations,"Schlesinger LB, Ben Ari TZ",J. Forensic Sci.,2024,https://www.safetylit.org/week/2024/240211.pdf,240211,149,149,2025-09-18T00:42:43.359168
® Symptom patterns in the co-occurrence of depressive and generalized anxiety symptoms: a network analysis of a Canadian nationally representative sample,"Su Y, Li M, Meng X",J. Affect. Disord.,2024,https://www.safetylit.org/week/2024/240211.pdf,240211,150,150,2025-09-18T00:42:43.359168
"® The role of psychopathology and emotion regulation in the intergenerational transmission of childhood abuse: a family study - Nimphy CA, Kullberg MLJ, Pittner K, Buisman R, van den Berg L, Alink L, Bakermans-Kranenburg M, Elzinga BM, Tollenaar M. Child Maltreat. 2024; ePub(ePub): ePub. The significance of managers' knowledge of common mental disorders on managerial stigma towards employee depression: a cross-sectional study in Sweden","Staland-Nyman C, Nurul Basar KM, Hultqvist J, Bertilsson M",BMC Public Health,2024,https://www.safetylit.org/week/2024/240211.pdf,240211,151,151,2025-09-18T00:42:43.359168
"® Unveiling bias: examining the influence of positive results on ergogenic aids in published sports science studies - Marocolo M, Mota GR, Rodrigues AB, Leite RCM, Hohl R, Paixão RC, Souza HLR, Meireles A, Arriel R. Sports Med. Int. Open 2024; 8: a21816798. Urban environment's contributory factors for the adoption of cargo bike usage: a systematic literature review","Chatziioannou I, Bakogiannis E, Karolemeas C, Kourmpa E, Papadaki K, Vlastos T",Future Transp.,2024,https://www.safetylit.org/week/2024/240211.pdf,240211,152,152,2025-09-18T00:42:43.359168
"® ""We get our healing through traditional ways"": Canadian Indigenous women's use of violence against women shelters, mainstream counseling, and traditional healing","Ogden CL, Tutty LM",Violence Against Women,2024,https://www.safetylit.org/week/2024/240211.pdf,240211,154,154,2025-09-18T00:42:43.359168
® Adolescent substance use disorders,"Simon KM, Levy SJ, Bukstein OG",NEJM evidence,2022,https://www.safetylit.org/week/2024/240211.pdf,240211,156,156,2025-09-18T00:42:43.359168
® Analysis of increased motorcycle accidents during the COVID-19 pandemic: a single-center study from Türkiye,"Demir N, Sayar S, Dokur M, Sezer HB, Koc S, Topkarci YB, Türk MF",Ulus. Travma Acil Cerrahi Derg.,2024,https://www.safetylit.org/week/2024/240211.pdf,240211,157,157,2025-09-18T00:42:43.359168
® Associations between frequency of exposure to peer-generated alcohol-related posts and alcohol use within a social network of college students,"Strowger M, Meisel MK, Haikalis M, Rogers ML, Barnett NP",Addict. Behav.,2024,https://www.safetylit.org/week/2024/240211.pdf,240211,158,158,2025-09-18T00:42:43.359168
"® Data-driven approach for urban micromobility enhancement through safety mapping and intelligent route planning - Tamagusko T, Gomes Correia M, Rita L, Bostan TC, Peliteiro M, Martins R, Santos L, Ferreira A. Smart Cities (Basel) 2023; 6(4): 2035-2056. Dating violence, lifestyle and risk of type 2 diabetes in Mexican women university students - Mendoza Catalán G, Pimentel-Jaimes JA, Orendain-Jaime EN, Domínguez-Chávez CJ, Higuera-Sainz JL, Villa-Rueda AA, Rieke-Campoy U, Camargo-Bravo A. Curr. Diabetes Rev. 2024; ePub(ePub): ePub. Declining teenage drinking: a global phenomenon?",Livingston M,J. Adolesc. Health,2024,https://www.safetylit.org/week/2024/240211.pdf,240211,161,161,2025-09-18T00:42:43.359168
"® Differences in psychological treatment outcomes by ethnicity and gender: an analysis of individual patient data - Arundell LLC, Saunders R, Buckman JEJ, Lewis G, Stott J, Singh S, Jena R, Naqvi SA, Leibowitz J, Pilling S. Soc. Psychiatry Psychiatr. Epidemiol. 2024; ePub(ePub): ePub. Differential treatment response of proactive and reactive partner abusive men: results from a laboratory proximal change experiment","Babcock JC, Kini S, Godfrey DA, Rodriguez L",Psychosoc. Interv.,2024,https://www.safetylit.org/week/2024/240211.pdf,240211,162,162,2025-09-18T00:42:43.359168
"® DSM-5 suicidal behavior disorder: a systematic review of research on clinical utility, diagnostic boundaries, measures, pathophysiology and interventions","Oliogu E, Ruocco AC",Front. Psychiatry,2024,https://www.safetylit.org/week/2024/240211.pdf,240211,163,163,2025-09-18T00:42:43.359168
® Effects of hazard type and confidence level on hazard perception in young male drivers: an ERP study,"Sun L, Hu WJ, Cheng L, Zhang CL",Neuroreport,2024,https://www.safetylit.org/week/2024/240211.pdf,240211,164,164,2025-09-18T00:42:43.359168
"® Epidemiology, etiology, timing and severity of open fracture - a five years review from a tertiary trauma center, Eastern Province, Saudi Arabia","Alhawas A, Alghamdi M",Med. Arch.,2023,https://www.safetylit.org/week/2024/240211.pdf,240211,165,165,2025-09-18T00:42:43.359168
"® Expanding the evidence base for the prevention of coastal drowning - Koon WA (2024). Sydney, Australia: University of New South Wales: School of Biological, Earth, and Environmental Sciences, 419 pages. Exploring communication about fall risk and prevention between internal medicine residents and geriatric patients: a needs assessment","Thomas ML, Anunobi U, Jackson CD",South. Med. J.,2024,https://www.safetylit.org/week/2024/240211.pdf,240211,166,166,2025-09-18T00:42:43.359168
"® Firearm exposure and safety training of rural Iowa youth - Koopman JL, Wymore CC, Stange NR, Wetjen KM, Hoogerwerf PJ, Liao J, Wood KE, Denning GM, Jennissen CA. J. Rural Health 2024; ePub(ePub): ePub. Firearm manufacturing and imports in the USA and their association to firearm homicides in Central America and the Caribbean, 1991-2019","Weigend Vargas E, Hans Z, Wiebe DJ, Goldstick JE",Inj. Prev.,2024,https://www.safetylit.org/week/2024/240211.pdf,240211,167,167,2025-09-18T00:42:43.359168
® Future thinking in PTSD: preliminary evidence for altered event construction,"Verfaellie M, Patt V, Lafleche G, Strang C, Vasterling JJ",Psychiatry Res.,2024,https://www.safetylit.org/week/2024/240211.pdf,240211,168,168,2025-09-18T00:42:43.360168
® Higher rates of homelessness are associated with increases in mortality from accidental drug and alcohol poisonings,"Bradford WD, Lozano-Rojas F",Health Aff. (Hope),2024,https://www.safetylit.org/week/2024/240211.pdf,240211,169,169,2025-09-18T00:42:43.360168
"® Impact of driving cessation on health-related quality of life trajectories - Mielenz TJ, Jia H, DiGuiseppi C, Molnar LJ, Strogatz D, Hill LL, Andrews HF, Eby DW, Jones VC, Li G. Health Qual. Life Outcomes 2024; 22(1): e13. Impaired control (both attempts to control drinking and failed control) as prospective predictors of negative outcomes among young adults who drink heavily","Leeman RF, Berey BL, Frohe T, Ferreiro AV, O'Malley SS",J. Stud. Alcohol Drugs,2024,https://www.safetylit.org/week/2024/240211.pdf,240211,170,170,2025-09-18T00:42:43.360168
"® Intensification of hate speech, based on the conversation generated on TikTok during the escalation of the war in the Middle East in 2023","González-Esteban JL, Lopez-Rico CM, Morales-Pino L, Sabater-Quinto F",Soc. Sci. (Basel),2024,https://www.safetylit.org/week/2024/240211.pdf,240211,171,171,2025-09-18T00:42:43.360168
® Knowledge and management of traumatic dental injuries among schoolteachers in Hungary: a cross-sectional study with educational intervention,"Fittler M, Fittler A, Dergez T, Radácsi A, Katona K, Sándor B, Szántó I",Eur. Arch. Paediatr. Dent.,2024,https://www.safetylit.org/week/2024/240211.pdf,240211,172,172,2025-09-18T00:42:43.360168
"® Misuse of statistical method results in highly biased interpretation of forensic evidence in Guyll et al. (2023) - Rosenblum M, Chin ET, Ogburn EL, Nishimura A, Westreich D, Datta A, Vanderplas S, Cuellar M, Thompson WC. Law Probab. Risk 2024; 23(1): mgad010. Modelling the longer-term health and health inequality impacts of changes in alcohol consumption during the COVID-19 pandemic in England","Angus C, Henney M, Pryce R",J. Public Health (Oxford),2024,https://www.safetylit.org/week/2024/240211.pdf,240211,173,173,2025-09-18T00:42:43.360168
® Painting the way forward: an ecological cultural visual analysis of anti-VAW public art in rural Ecuador,"Kelly JP, Cole E, Sakazaki A, Herrera-Céspedes C, Bates BR",Violence Against Women,2024,https://www.safetylit.org/week/2024/240211.pdf,240211,175,175,2025-09-18T00:42:43.360168
® Personality disorder symptoms in intermittent explosive disorder: a latent class analysis,"Ciesinski NK, Drabick DAG, Berman ME, McCloskey MS",J. Personal. Disord.,2024,https://www.safetylit.org/week/2024/240211.pdf,240211,176,176,2025-09-18T00:42:43.360168
® Predicting sensationalism in suicide story headlines,"McInerney SA, Robertson AC, Schneeback A, Oakes R, Lac A",Crisis,2024,https://www.safetylit.org/week/2024/240211.pdf,240211,177,177,2025-09-18T00:42:43.360168
® Prevalence of technology-facilitated abuse among sexual and gender minority youths,"Turner HA, Finkelhor D, Mitchell K, Colburn D",JAMA Netw. Open,2024,https://www.safetylit.org/week/2024/240211.pdf,240211,178,178,2025-09-18T00:42:43.360168
® Recognition of trauma informed care responses in forensic nurses: learning constructs and pedagogy,"Speck PM, Tepper MM, Li P, Dowdell EB",J. Acad. Forensic Nurs.,2023,https://www.safetylit.org/week/2024/240211.pdf,240211,179,179,2025-09-18T00:42:43.360168
® Safety verification of multiple industrial robot manipulators with path conflicts using model checking,"Ozkan M, Demirci Z, Aslan, Yazici A",Machines (Basel),2023,https://www.safetylit.org/week/2024/240211.pdf,240211,180,180,2025-09-18T00:42:43.360168
